IC50_nM,MDEC-23,minsssN,LipoaffinityIndex,C1SP2,minHsOH,maxHsOH,MLFER_A,maxssO,minsOH,minHBint5,nHBAcc,nC,SsOH,VC-5,ATSc3,SHsOH,MLogP,MDEO-12,ndssC,TopoPSA
0.8,0.564546901,0.897993719,0.551667658,0,0.717053141,0.611574625,0.225900116,0.942984182,0.829928585,0.34859365,0.015151515,0.227272727,0.2990697,0.141522774,0.178501715,0.376548063,0.512820513,0.140360192,0,0.062734764
31,0.522457697,0.905168628,0.687292268,0,0.636563129,0.516737464,0.162833914,0.901528748,0.861405555,0.093941509,0.03030303,0.25,0.153999994,0.227338277,0.31144338,0.160551459,0.641025641,0.028307226,0,0.019634417
1090,0.572028456,0.884052416,0.482528727,0,0.687421231,0.609554569,0.225900116,0.928032993,0.829182658,0.331706271,0.045454545,0.227272727,0.299627699,0.144034656,0.255421744,0.366356405,0.487179487,0.335230196,0,0.077140586
71,0.52642229,0.784573769,0.740608511,0,0.620153391,0.499690843,0.162833914,0.911073403,0.86796734,0.093941509,0.045454545,0.272727273,0.155173094,0.27766417,0.318453407,0.155255037,0.666666667,0.028307226,0,0.02234492
2,0.57095694,0.908324951,0.570345859,0,0.647369567,0.593984932,0.225900116,0.975233329,0.834993347,0.037531087,0.015151515,0.238636364,0.303917268,0.173430841,0.246105765,0.348591772,0.564102564,0.151991614,0,0.062734764
11.9,0.5493671,0.914344974,0.595491164,0,0.681777058,0.563706204,0.162833914,0.971440037,0.850143935,0.340265216,0.015151515,0.227272727,0.151986669,0.117520785,0.263343404,0.175144749,0.564102564,0.076338912,0,0.04581085
1200,0.326475609,0,0.313207678,0,0.735726439,0.699288199,0.288966318,0.866153278,0.798789155,0.093941509,0.015151515,0.102272727,0.439079971,0.045751319,0.229245877,0.622818193,0.282051282,0.176175656,0.035714286,0.058401305
35,0.525033564,0.917658916,0.693656958,0,0.632463568,0.512478793,0.162833914,0.90827162,0.863120033,0.093941509,0.03030303,0.25,0.154306505,0.227338277,0.309186289,0.159228281,0.615384615,0.028307226,0,0.019634417
1.6,0.572028456,0.905742555,0.524602204,0,0.695375548,0.619837659,0.225900116,0.948751315,0.829913481,0.340540748,0.015151515,0.227272727,0.300162628,0.095173846,0.278714365,0.372118726,0.538461538,0.140360192,0.071428571,0.062734764
27,0.522457697,0.906232005,0.669354924,0,0.63636957,0.516536393,0.162833914,0.902204206,0.861792852,0.093941509,0.03030303,0.238636364,0.154069234,0.227338277,0.310549373,0.160488986,0.58974359,0.028307226,0,0.019634417
49,0.52642229,0.917915605,0.693338767,0,0.630936693,0.510892659,0.162833914,0.908780344,0.863693005,0.093941509,0.03030303,0.25,0.154408939,0.227338277,0.304576915,0.158735465,0.615384615,0.028307226,0,0.019634417
5.4,0.571619516,0.910408142,0.551071515,0,0.609482864,0.597366947,0.213124274,0.982551211,0.834272244,0.309890684,0.015151515,0.227272727,0.306183665,0.146052884,0.219427241,0.337414223,0.512820513,0.140360192,0,0.062734764
5.3,0.57110777,0.909312642,0.569108336,0,0.636623672,0.596020103,0.225900116,0.986086275,0.834384301,0.323173443,0.015151515,0.238636364,0.303962205,0.13364473,0.260314388,0.345755749,0.564102564,0.140360192,0,0.062734764
1,0.564546901,0.897993719,0.551667658,0,0.717053141,0.611574625,0.225900116,0.942984182,0.829928585,0.34859365,0.015151515,0.227272727,0.2990697,0.141522774,0.178501715,0.376548063,0.512820513,0.140360192,0,0.062734764
3,0.572028456,0.908466204,0.549642965,0,0.681777058,0.605711394,0.225900116,0.966644568,0.831282516,0.339049251,0.015151515,0.227272727,0.300652133,0.117520785,0.252337793,0.363340603,0.538461538,0.140360192,0,0.062734764
6.7,0.630801633,0.905029436,0.581351171,0,0.697168363,0.60925681,0.225900116,0.955302998,0.829751428,0.093941509,0.015151515,0.238636364,0.299864018,0.07432298,0.299981672,0.369409883,0.58974359,0.151991614,0,0.041569415
6.2,0.5493671,0.914344974,0.595491164,0,0.681777058,0.563706204,0.162833914,0.971440037,0.850143935,0.340265216,0.015151515,0.227272727,0.151986669,0.117520785,0.263343404,0.175144749,0.564102564,0.076338912,0,0.04581085
0.51,0.57095694,0.909545665,0.552221813,0,0.646254668,0.59369539,0.239721254,0.979123965,0.835551054,0.03909538,0.015151515,0.227272727,0.304415796,0.181421489,0.240060493,0.348141965,0.512820513,0.151991614,0,0.062734764
6000,0.244293104,0,0.320791362,0,0.715745613,0.669763863,0.276190476,0.880594987,0.816598395,0.093941509,0.015151515,0.102272727,0.44647399,0.149205141,0.198919431,0.586455421,0.256410256,0.176175656,0.035714286,0.058401305
29,0.487454506,0.908566651,0.688483984,0,0.640496256,0.520823241,0.162833914,0.905638199,0.860130305,0.093941509,0.03030303,0.25,0.153772008,0.227338277,0.310995997,0.161820919,0.641025641,0.028307226,0,0.019634417
56,0.491020698,0.909648489,0.712777417,0,0.636590254,0.516765641,0.162833914,0.911705613,0.861457486,0.093941509,0.03030303,0.261363636,0.154009278,0.227338277,0.31052093,0.160560214,0.666666667,0.028307226,0,0.019634417
25,0.57095694,0.900862478,0.498300521,0,0.588484118,0.605711394,0.288966318,0.951449067,0.831583966,0.022909576,0.015151515,0.227272727,0.460397321,0.140441009,0.233717834,0.51184239,0.512820513,0.24077614,0,0.079658677
6000,0.393063042,0,0.330180615,0,0.767357908,0.685512782,0.225900116,0.884548918,0.811120459,0.093941509,0.015151515,0.102272727,0.290894162,0.055328732,0.269254903,0.415757224,0.307692308,0.106991258,0.035714286,0.041477392
19,0.580008016,0.900948709,0.658199911,0,0.663533698,0.544754795,0.162833914,0.900743538,0.852975083,0.093941509,0.03030303,0.238636364,0.152492815,0.086034384,0.31986067,0.169256505,0.615384615,0.028307226,0,0.019634417
46,0.572646066,0.917938638,0.759438774,0,0.615488785,0.494845198,0.162833914,0.91189242,0.868436952,0.093941509,0.03030303,0.284090909,0.155257051,0.292308726,0.310913057,0.153749484,0.717948718,0.028307226,0,0.019634417
10,0.556623972,0.914344974,0.59791146,0,0.722212882,0.605711394,0.162833914,0.974985577,0.830998401,0.093941509,0.015151515,0.227272727,0.148563877,0.117520785,0.25209671,0.188195854,0.564102564,0.064518156,0,0.04581085
210,0.429064818,0,0.424836193,0,0.708443809,0.591407926,0.162833914,0,0.823841778,0.093941509,0.015151515,0.125,0.147284434,0.317578562,0.366295467,0.183751735,0.41025641,0,0.035714286,0.020772159
0.5,0.57095694,0.897131242,0.551256294,0,0.715099645,0.611574625,0.239721254,0.939556936,0.829879276,0.015010742,0.015151515,0.227272727,0.299345862,0.136308279,0.231845999,0.375917551,0.512820513,0.151991614,0,0.062734764
16000,0.306223202,0,0.313264243,0,0.839708273,0.732087908,0.225900116,0.824757926,0.787946319,0.093941509,0.015151515,0.079545455,0.28327319,0.02806562,0.275106087,0.453580089,0.256410256,0.106991258,0.035714286,0.041477392
5300,0.319790539,0,0.309569893,0,0.721145013,0.675372821,0.276190476,0.87491732,0.81564007,0.093941509,0.015151515,0.102272727,0.446024586,0.095170365,0.205094375,0.591135652,0.256410256,0.176175656,0.035714286,0.058401305
320,0.270305075,0,0.351231094,0,0.741122954,0.64678957,0.213124274,0.876507067,0.823080695,0.093941509,0.015151515,0.102272727,0.294956459,0.112427966,0.249761517,0.395258219,0.282051282,0.106991258,0.035714286,0.041477392
285,0.531253444,0.85561054,0.540069935,0,0.708355717,0.591316415,0.162833914,0,0.8353995,0.093941509,0.015151515,0.159090909,0.149350695,0.086034384,0.381884104,0.183723302,0.461538462,0,0,0.009202326
44,0.563115853,0.906252068,0.735624377,0,0.623204139,0.502859994,0.162833914,0.904855737,0.865834929,0.093941509,0.03030303,0.272727273,0.154791867,0.292308726,0.311278201,0.156239699,0.692307692,0.028307226,0,0.019634417
38,0.525033564,0.852498603,0.693930306,0,0.644415821,0.524894929,0.162833914,0.901402344,0.859181298,0.093941509,0.03030303,0.25,0.153602347,0.227338277,0.303529901,0.163086001,0.615384615,0.028307226,0,0.019634417
94,0.523658275,0.783941137,0.716344594,0,0.624059393,0.503748442,0.162833914,0.905005989,0.866640159,0.093941509,0.045454545,0.261363636,0.154935824,0.27766417,0.319816492,0.156515742,0.641025641,0.028307226,0,0.02234492
39,0.635222507,0.891829201,0.512212688,0,0.710766852,0.619820347,0.249477352,0.932943314,0.828129725,0.093941509,0.03030303,0.238636364,0.299192567,0.080010079,0.261388137,0.377081059,0.564102564,0.249899345,0.035714286,0.055849751
1.3,0.565523442,0.90653671,0.540163373,0,0.550260002,0.563706204,0.225900116,0.963099028,0.850587865,0.278963121,0.015151515,0.227272727,0.313343396,0.125893686,0.271472276,0.30784093,0.538461538,0.160532699,0,0.062734764
34,0.52642229,0.857678803,0.64044181,0,0.636510784,0.520823241,0.225900116,0.90306239,0.86041442,0.093941509,0.03030303,0.25,0.308479859,0.227338277,0.297902325,0.322355483,0.615384615,0.056614452,0,0.03655833
53.3,0.616429311,0.909257761,0.589295737,0,0.616013049,0.584293642,0.225900116,0.98440018,0.838237189,0.040255369,0.015151515,0.25,0.306495068,0.155951218,0.245634263,0.335460007,0.58974359,0.151991614,0,0.062734764
5.3,0.57110777,0.91072838,0.550959834,0,0.635508774,0.595780812,0.239721254,0.992165393,0.834845216,0.324069749,0.015151515,0.227272727,0.304443428,0.136308279,0.217587084,0.345321555,0.512820513,0.140360192,0,0.062734764
31,0.522457697,0.851416765,0.669882133,0,0.648321823,0.528952528,0.162833914,0.89533493,0.857854117,0.093941509,0.03030303,0.238636364,0.153365077,0.227338277,0.304892985,0.164346706,0.58974359,0.028307226,0,0.019634417
41.1,0.572028456,0.912529106,0.596608901,0,0.673937929,0.555562828,0.162833914,0.975204081,0.85455672,0.337647435,0.015151515,0.238636364,0.152775576,0.117520785,0.265039579,0.172614585,0.564102564,0.103648815,0,0.053532438
3.4,0.643998523,0.938075491,0.594302592,0,0.646544544,0.555591006,0.225900116,0.968738591,0.85296511,0.035525251,0.015151515,0.25,0.306524531,0.218172571,0.240360455,0.33639641,0.58974359,0.149392509,0,0.062734764
1700,0.370113766,0,0.372341105,0,0.78509656,0.687561737,0.225900116,0.891485995,0.802373916,0.093941509,0.015151515,0.113636364,0.289146395,0.037382037,0.270082971,0.422119183,0.333333333,0.106991258,0.035714286,0.041477392
23.1,0.571619516,0.909288976,0.552250939,0,0.620228758,0.595780812,0.213124274,0.974094992,0.834795907,0.041893104,0.015151515,0.227272727,0.306123464,0.146052884,0.21722878,0.340389763,0.512820513,0.151991614,0,0.062734764
4.7,0.615051202,0.909532002,0.586481607,0,0.576817401,0.587876727,0.225900116,0.996223491,0.837054826,0.045260326,0.015151515,0.25,0.308818419,0.141342728,0.265158318,0.323922456,0.58974359,0.151991614,0,0.062734764
38,0.484714748,0.904546755,0.664190552,0,0.644402258,0.52488084,0.162833914,0.899570785,0.858803124,0.093941509,0.03030303,0.238636364,0.153534738,0.227338277,0.312359082,0.163081624,0.615384615,0.028307226,0,0.019634417
66,0.523658275,0.906488693,0.669035648,0,0.634842695,0.514950258,0.162833914,0.90271293,0.862365824,0.093941509,0.03030303,0.238636364,0.154171669,0.227338277,0.305939999,0.15999617,0.58974359,0.028307226,0,0.019634417
3.8,0.565140234,0.861896079,0.491967551,0,0.659269567,0.567325482,0.225900116,0.963472983,0.849968556,0.034185982,0.03030303,0.215909091,0.305384598,0.117520785,0.133875118,0.344149478,0.487179487,0.172929104,0,0.070456352
1.2,0.568248553,0.908450164,0.569153022,0,0.621970787,0.596020103,0.225900116,0.982659029,0.834334992,0.040826836,0.015151515,0.238636364,0.305417903,0.152771316,0.266051712,0.34102637,0.564102564,0.151991614,0,0.062734764
1700,0.29694324,0,0.334214842,0,0.816670831,0.713765312,0.225900116,0.855727017,0.79356339,0.093941509,0.015151515,0.090909091,0.285591863,0.042593454,0.268732674,0.440451632,0.282051282,0.106991258,0.035714286,0.041477392
31,0.523658275,0.856596965,0.616414078,0,0.640416787,0.52488084,0.225900116,0.896994976,0.859087239,0.093941509,0.03030303,0.238636364,0.308005318,0.227338277,0.29926541,0.324876893,0.58974359,0.056614452,0,0.03655833
39,0.523658275,0.827344071,0.667954508,0,0.649066864,0.529726485,0.162833914,0.894537924,0.857678404,0.093941509,0.03030303,0.238636364,0.153333663,0.227338277,0.297317461,0.164587176,0.58974359,0.028307226,0,0.019634417
1.2,0.62950708,0,0.58170613,0,0.64950649,0.55817092,0.218002323,0.967029516,0.852171286,0.035351091,0.015151515,0.25,0.306212053,0.117520785,0.24846928,0.338153995,0.58974359,0.149392509,0,0.070088259
3.8,0.572028456,0.905215882,0.599425215,0,0.686441664,0.568551849,0.162833914,0.961999204,0.849019216,0.339968179,0.015151515,0.227272727,0.151785595,0.117520785,0.250624954,0.176650302,0.538461538,0.076338912,0,0.04581085
555,0.325898403,0,0.283184637,0,0.822585061,0.717730727,0.225900116,0.842200722,0.805336251,0.093941509,0.015151515,0.090909091,0.288355714,0.056930093,0.220981032,0.443592577,0.256410256,0.379277267,0.035714286,0.056410256
2728,0.296592355,0,0.284614217,0.05,0.728896798,0.709587351,0.177351916,0.830501288,0.809815679,0.093941509,0.015151515,0.102272727,0.298170876,0.068770773,0.514007251,0.410823501,0.256410256,0.502536014,0.035714286,0.064131844
1550,0.308545025,0,0.224577372,0,0.766350416,0.704115916,0.254239257,0.826826289,0.8127701,0.330953678,0.03030303,0.102272727,0.443304986,0.073362448,0.250384589,0.630741781,0.230769231,0.50329619,0.035714286,0.093236291
3672,0.291826239,0,0.269344512,0,0.737316604,0.688942092,0.177351916,0.863136109,0.812883439,0.026528547,0.015151515,0.090909091,0.295949521,0.116058205,0.359354113,0.407126558,0.256410256,0.212304197,0.035714286,0.06904254
19,0.621312703,0,0.508680155,0,0.650674284,0.604838564,0.225900116,0,0.828910093,0.093941509,0,0.193181818,0.301432256,0.211488807,0.377536988,0.353030652,0.564102564,0,0.071428571,0.023415736
1253,0.338331723,0,0.273842404,0,0.782130353,0.733931017,0.263995354,0.821829942,0.787929599,0.093941509,0.015151515,0.090909091,0.432251425,0.044050969,0.386226288,0.656160916,0.256410256,0.255784663,0.071428571,0.062341574
3200,0.291742842,0,0.356433618,0,0.644406447,0.676591074,0.2029036,0.899803232,0.799259762,0.093941509,0.03030303,0.102272727,0.289637354,0.077497338,0.399009769,0.373301301,0.333333333,0.115563767,0.035714286,0.031137324
58,0.580445424,0,0.542117363,0,0.684703219,0.566745934,0.162833914,0,0.843072436,0.093941509,0,0.181818182,0.150722444,0.178257657,0.389424475,0.1760892,0.564102564,0,0.035714286,0.006491822
1500,0.323534941,0,0.283962494,0,0.823129,0.717730727,0.225900116,0.845627968,0.805336251,0.364217728,0.015151515,0.090909091,0.288108381,0.056930093,0.236682208,0.44376814,0.256410256,0.374941008,0.035714286,0.056410256
24,0.581228168,0,0.543003954,0,0.682030802,0.563969796,0.162833914,0,0.846273044,0.093941509,0,0.181818182,0.151294641,0.178257657,0.391037711,0.175226648,0.564102564,0,0.035714286,0.006491822
28,0.296592355,0,0.246556112,0.05,0.760253316,0.719132966,0.240418118,0.809442305,0.80568701,0.093941509,0.015151515,0.090909091,0.43843648,0.068770773,0.517990989,0.646910509,0.230769231,0.486287481,0.035714286,0.07333417
1260,0.256844028,0,0.240390541,0,0.758737106,0.697709793,0.254239257,0.84033674,0.813993373,0.336241175,0.015151515,0.090909091,0.444668447,0.102485106,0.238542293,0.61833252,0.205128205,0.50329619,0.035714286,0.07333417
2951,0.290904517,0,0.247160284,0,0.773318532,0.709979147,0.240418118,0.828299322,0.809436133,0.33360717,0.015151515,0.090909091,0.439520368,0.064954653,0.259546432,0.642099409,0.230769231,0.50329619,0.035714286,0.07333417
550,0.30208728,0,0.407274635,0,0.622290503,0.667136632,0.2029036,0,0.79808568,0.093941509,0.015151515,0.102272727,0.289261483,0.059009299,0.393240216,0.363225622,0.358974359,0,0,0.023415736
31,0.616569781,0,0.496957105,0,0.64431979,0.554815977,0.225900116,0,0.849962961,0.093941509,0,0.181818182,0.30577942,0.178257657,0.381321143,0.335437543,0.538461538,0,0.035714286,0.023415736
68,0.29353086,0,0.247946641,0,0.773318532,0.717730727,0.240418118,0.830432467,0.80568701,0.332591537,0.015151515,0.090909091,0.438215654,0.064954653,0.247382507,0.648283339,0.230769231,0.505870948,0.035714286,0.07333417
180,0.322444424,0,0.283127987,0,0.81088756,0.710544197,0.225900116,0.843494823,0.806210299,0.349979749,0.015151515,0.090909091,0.289389266,0.056930093,0.248845378,0.437584211,0.256410256,0.372398693,0.035714286,0.056410256
1700,0.545026613,0,0.541491307,0.05,0.687032657,0.818167364,0.231126597,0.837227801,0.741530807,0.402063853,0.03030303,0.215909091,0.283835466,0.032485224,0.408081344,0.431047439,0.564102564,0.139623246,0.071428571,0.04541766
500,0.59425008,0,0.497458174,0.05,0.739297602,0.843287768,0.220789779,0.77988475,0.747213471,0.093941509,0.03030303,0.193181818,0.281113001,0.062945877,0.223727051,0.455721486,0.512820513,0.1894979,0.107142857,0.04541766
1440,0.592755004,0,0.4955602,0.05,0.674559176,0.843287768,0.220789779,0.779356004,0.747242658,0.093941509,0.03030303,0.193181818,0.285997791,0.062945877,0.223547091,0.434826451,0.512820513,0.196271345,0.107142857,0.04541766
235,0.543418587,0,0.543665483,0.05,0.746602034,0.818167364,0.231126597,0.837756548,0.741512124,0.402258446,0.03030303,0.215909091,0.279376203,0.032485224,0.408277136,0.450274107,0.564102564,0.134804762,0.071428571,0.04541766
6000,0.526249471,0,0.589625677,0.05,0.696531592,0.800919102,0.231126597,0.849213696,0.746300776,0.399886284,0.03030303,0.227272727,0.28284945,0.203774676,0.404548305,0.428754252,0.58974359,0.134804762,0.035714286,0.04541766
1040,0.635222507,0.893331754,0.520789253,0,0.699248132,0.643210699,0.225900116,0.946404546,0.833456882,0.367762966,0.015151515,0.238636364,0.453820131,0.082202503,0.280188924,0.5703638,0.538461538,0.236095673,0.035714286,0.068833396
3563,0.388912012,0.896700641,0.478372959,0,0.751191116,0.635814311,0.18641115,0.89986548,0.826683307,0.093941509,0.03030303,0.181818182,0.147792435,0.084225249,0.29341178,0.197548896,0.461538462,0.189301831,0.035714286,0.038925838
531,0.615390493,0.897707972,0.555241405,0,0.710766852,0.59382113,0.18641115,0.937738783,0.845181891,0.093941509,0.03030303,0.238636364,0.151099567,0.080010079,0.272641177,0.184501523,0.58974359,0.189301831,0.035714286,0.038925838
14,0.625543051,0.892550427,0.529976391,0,0.665613467,0.608093886,0.249477352,0.944959322,0.831889865,0.093941509,0.03030303,0.25,0.302620338,0.101296531,0.256066446,0.358863872,0.58974359,0.249899345,0.035714286,0.055849751
1415,0.388912012,0.896700641,0.478372959,0,0.751191116,0.635814311,0.18641115,0.89986548,0.826683307,0.093941509,0.03030303,0.181818182,0.147792435,0.084225249,0.29341178,0.197548896,0.461538462,0.189301831,0.035714286,0.038925838
490,0.574151529,0,0.353479457,0,0.750924266,0.659488974,0.312543554,0.904010991,0.813654893,0.093941509,0.015151515,0.159090909,0.439252626,0.080010079,0.325372543,0.606263761,0.41025641,0.222389864,0.035714286,0.062341574
68,0.676393082,0.893483236,0.545659271,0,0.634256949,0.598402595,0.249477352,0.954126173,0.835133708,0.093941509,0.03030303,0.261363636,0.305198138,0.094160504,0.255417172,0.345732108,0.615384615,0.249899345,0.035714286,0.055849751
71,0.778419047,0.89564263,0.607502351,0,0.579645236,0.577337595,0.249477352,0.969656365,0.842158533,0.093941509,0.03030303,0.295454545,0.309888986,0.094160504,0.255432955,0.321560639,0.692307692,0.249899345,0.035714286,0.055849751
413,0.634213346,0.889751999,0.511381866,0,0.690641321,0.585677754,0.220325203,0.937803741,0.849829481,0.093941509,0.03030303,0.25,0.305364869,0.090282809,0.212893434,0.359977145,0.564102564,0.398747854,0.035714286,0.063571339
